Code,Company,City,Country
AAAU,ASIA CONTAINER LEASING CO LTD,WAN CHAI,HK
AACU,ACE GLOBAL LINES DWC - LLC,DUBAI,United Arab Emirates
AAFU,BUNDESMINISTERIUM FUR LANDESVERTEIDIGUNG,WIEN,Austria
AAGU,MTU ONSITE ENERGY SYSTEMS GMBH,RUHSTORF,Germany
AAIU,A.A SHIPPING LTD,TEL AVIV,Israel
AAMU,"ALBATROSS TANK-LEASING CO., LIMITED",HONG KONG,HK
AATU,AMFICO AGENCIES PVT LTD,Mumbai,India
ABBU,ATLANTIC BULK CARRIERS MANAGMENT LTD,"NEW YORK, NY 10019",United States
ABCU,ABC MOBILE STORAGE,"NORFOLK, NE-69702",United States
ABEU,L & T B.V.,'s-Hertogenbosch,Netherlands
ABLU,ETAT-MAJOR DES FORCES ARMEES BELGES,BRUSSELS,Belgium
ABMU,RM RAIL ABAKANVAGONMASH,ABAKAN,Russian Federation
ABYU,ABBEY LOGISTICS GROUP,LIVERPOOL,United Kingdom
ACAU,ARCTIC CONTAINER OY,HELSINKI,Finland
ACBU,ACB CONTAINERS NV,Antwerpen,Belgium
ACCU,ATLANTIC COAST CONTAINER,"GREENVILLE, SC-29609",United States
ACDU,DESOTEC NV,ROESELARE,Belgium
ACEU,ACE CONTAINER SERVICES LTD,"LEEDS, LS10 1RT",United Kingdom
ACLU,ATLANTIC CONTAINER LINE,"WESTFIELD, NJ 07090",United States
ACNU,NOURYON FUNCTIONAL CHEMICALS,Rotterdam,Netherlands
ACOU,"COMPAÑIA LOGISTICA ACOTRAL, S.A.U.",Antequera,Spain
ACRU,ACCIPITER OILFIELD EQUIPMENT,DALIAN,China
ACSU,COMMONWEALTH INDEPENDENT,"MONTREAL, QC",Canada
ACWU,AIGA CONCEPT,viseu,Portugal
ACXU,G2 OCEAN AS,Bergen,Norway
ADBU,AGROCEL INDUSTRIES PVT LTD.,Bhuj,India
ADHU,ADHOC S.R.L,VENICE,Italy
ADLU,QINGDAO IRFAN INTERNATIONAL LOGISTICS CO LTD,Qingdao,China
ADMU,ADMIRAL CONTAINER LINES INC LIMITED,VALLETTA,Malta
ADRU,BARCELONESA DE DROGAS Y PRODUCTOS QUIMICOS SA,CORNELLA DE LLOBREGAT,Spain
ADSU,ADS Finland Oy,Kerava,Finland
ADTU,ADEN TRANSEXIM SRL,Chisinau,"Moldova, Republic of"
ADXU,APPLIED CRYO TECHNOLOGIES,"HOUSTON, TX-77075",United States
ADYU,ADY CONTAINER LLC,Baku,Azerbaijan
AEGU,AEGEUS ENERGY SOLUTIONS LTD,Tadcaster,United Kingdom
AELU,MITSUBISHI CHEMICAL CORPORATION,TOKYO,Japan
AERU,AEROSOLEX LLC,Dzerzhinsk (Nizhniy Novgorod region),Russian Federation
AESU,AES ANDRES,Santo Domingo,Dominican Republic
AEVU,INNOLITH AG,Basel,Switzerland
AEXU,AFRICA EXPRESS LINE LTD,Kent ME19 4UY,United Kingdom
AFBU,AFFILIPS NV,TIENEN,Belgium
AFIU,AGMARK CAPITAL HOLDINGS INC.,"NASHVILLE, TN 37201",United States
AFLU,AIR FLOW,ROUSSET,France
AFMU,ALFIL LOGISTICS S.A.,EL PRAT DE LLOBREGAT,Spain
AFSU,L'AUTOFRIGO SUD SRL,MONOPOLI,Italy
AGAU,LINDE GAS BENELUX,SCHIEDAM,Netherlands
AGBU,ARCHEAN CHEMICAL INDUSTRIES PRIVATE LIMITED,"CHENNAI , TAMILNADU",India
AGCU,GREIWING LOGISTICS FOR YOU GMBH,GREVEN,Germany
AGFU,THE ARABIAN INDUSTRIAL GASES CO LLC DUBAI BRANCH,DUBAI,United Arab Emirates
AGGU,ALISTAIR JAMES COMPANY,Dar es Salaam,"Tanzania, United Republic of"
AGHU,AFRICA GLOBAL LOGISTICS,ROUBAIX,France
AGKU,AGGREKO MANUFACTURING,DUMBARTON G82 3RG,United Kingdom
AGLU,AGUNSA-AGENCIA UNIVERSALES S.A,SANTIAGO,Chile
AGMU,AGMARK CAPITAL HOLDINGS INC.,"NASHVILLE, TN 37201",United States
AGNU,ANGA SP. Z.O.O.,Gdansk,Poland
AGOU,AIRGAS USA LLC.,"Tulsa, OK 74120-1633",United States
AGPU,A-GAS (UK) LTD,"BRISTOL, BS20 7XH",United Kingdom
AGSU,LINDE GAS AB,MITCHELDEAN,United Kingdom
AGVU,AGROTRUST GMBH,Visbek,Germany
AGXU,AGT KONTEYNER LTD STI,Istanbul (Bahçelievler),Turkey
AHGU,AL GHAITH INDUSTRIES L.L.C,Abu Dhabi,United Arab Emirates
AHLU,ABNORMAL LOAD ENGINEERING LIMITED,HIXON,United Kingdom
AICU,ALLIED CONTAINER LINE PTE LTD,SINGAPORE,Singapore
AIDU,ALBEMARLE CORPORATION,"BATON ROUGE, LA 70801",United States
AIGU,"AIRGGAS USA, LLC","Tulsa, OK 74120-1633",United States
AILU,ARMITA INDIA SHIPPING PVT LTD,Mumbai,India
AIMU,TRS CONTAINERS & CHASSIS,"AVENEL, NJ 0700-0188",United States
AIPU,A.I.P.P INDUSTRIES LTD,Kfar qari,Israel
AIRU,AIR PRODUCTS,"ALLENTOWN, PA 18195",United States
AISU,AZIENDA SERVIZI TRASPORTI LOGISTICA S.R.L.,SPINADESCO (CR),Italy
AITU,ARKEMA B.V. – LOCATION ROTTERDAM,Vondelingenplaat,Netherlands
AIYU,AIYER SHIPPING CONTAINER LINE,DUBAI,United Arab Emirates
AKAU,PE ANYKIEIENKO KONSTIANTYN,DNIPRO CITY (DNIPROPETROVSK REGION),Ukraine
AKBU,ALLNEX RESINS NETHERLANDS BV,BERGEN OP ZOOM,Netherlands
AKKU,AKKON DENIZCILIK NAKLIYAT VE TICARET A.S.,?stanbul,Turkey
AKLU,KAWASAKI KISEN KAISHA LTD - K LINE,TOKYO,Japan
AKMU,ALTALOGOS LLC,EKATERINBURG,Russian Federation
AKOU,HONG KONG SPECIALITY GASES CO.LTD,"CHEUNG SHAWAN, KLN",HK
AKVU,AKVAZASHITA LLC,KALININGRAD,Russian Federation
ALAU,JSC EKOPET,KALININGRAD,Russian Federation
ALBU,ALBLAS INT. TRANSPORT BV,'S GRAVENDEEL,Netherlands
ALCU,AARTI INDUSTRIES LIMITED,MULUND WEST MUMBAI,India
ALEU,AIR LIQUIDE ELECTRONICS U.S. LP,"MORRISVILLE, PA 19067",United States
ALFU,AIR LIQUIDE FAR EASTERN LTD,WUCHI /TAICHUNG,"Taiwan, China"
ALGU,AIR LIQUIDE GLOBAL HELIUM FZE,DUBAI,United Arab Emirates
ALHU,AIR LIQUIDE TRINIDAD & TOBAGO LIMITED,POINT LISAS,Trinidad and Tobago
ALIU,"UNIVERSAL FOREST PRODUCTS, INC.","MEDLEY, FL 33178",United States
ALJU,AIR LIQUIDE JAPAN LTD,TOKYO,Japan
ALKU,ALTUN LOJISTIK A.S.,MERSIN,Turkey
ALLU,ALCONET BV,ROTTERDAM,Netherlands
ALMU,ALMAR CONTAINER INVESTMENTS INC.,DURBAN,South Africa
ALNU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
ALOU,AIR LIQUIDE OIL AND GASES SERVICES LIMITED,ABERDEEN,United Kingdom
ALPU,AIR LIQUIDE FRANCE INDUSTRIE,CHALON-SUR-SAÔNE CEDEX,France
ALRU,ALMAR CONTAINER INVESTMENTS INC.,DURBAN,South Africa
ALSU,AIR LIQUIDE GAS AB,MALMO,Sweden
ALTU,VTG TANKTAINER ASSETS GMBH,HAMBURG,Germany
ALUU,NORDIC BULKERS AB,GOTHENBURG,Sweden
ALVU,"AIR LIQUIDE ELECTRONICS MATERIALS (ZHANGJIAGANG) CO.,LTD",JIANG SU PROVINCE,China
ALWU,AIR LIQUIDE NEW ZEALAND LIMITED,Auckland,New Zealand
AMAU,ALIANÇA EQUIQ. CONTÊINERES MANAUS LTDA,MANAUS,Brazil
AMCU,CMA-CGM,MARSEILLE CEDEX 02,France
AMEU,ACE CRANES & ENGINEERING FZ-LLC,Al Hamra Al Jazirah,United Arab Emirates
AMFU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
AMGU,AMGAS SERVICES INC,Rocky View,Canada
AMIU,AMLF LOGISTICS PVT LTD,NAVI MUMBAI,India
AMMU,AMMANN ITALY SPA,BUSSOLENGO VERONA,Italy
AMOU,AMOMATIC OY,Paimio,Finland
AMSU,AMASIS SHIPPING COMPANY LIMITED,Ho Chi Minh,Viet Nam
AMTU,ASIAN MARINE TRANSPORT CORP,CEBU CITY,Philippines
AMXU,AUTAMAROCCHI S.P.A,TRIESTE,Italy
AMZU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
ANEU,ANSALDO ENERGIA SPA,GENOVA,Italy
ANGU,ANGOLA LNG LIMITED,"Talatona, Belas",Angola
ANHU,ANHALT LOGISTICS GMBH & CO KG,BARGEN,Germany
ANNU,CMA-CGM,MARSEILLE CEDEX 02,France
ANYU,ONE WAY LEASE INC.,"OAKLAND, CA-94607",United States
AOCU,INNOSPEC LIMITED,"CHESHIRE, CH65 4EY",United Kingdom
AOIU,PT. ALTIC ONE INDONESIA,JAKARTA,Indonesia
AONU,NEC ENERGY SOLUTIONS,"WESTBOROUGH, MA-01582",United States
AORU,OEG ASIA PACIFIC PTE LTD,Singapore,Singapore
APAU,APR ENERGY LLC,"FL,32226 JACKSONVILLE",United States
APEU,ALSHIRAWI EQUIPMENT CO LLC,DUBAI,United Arab Emirates
APHU,CMA-CGM,MARSEILLE CEDEX 02,France
APJU,"AGC PLIBRICO CO., LTD.",Tokyo,Japan
APLU,CMA-CGM,MARSEILLE CEDEX 02,France
APMU,MAERSK A/S,Copenhagen,Denmark
APNU,AQUA PHARMA AS,LILLEHAMMER,Norway
APRU,CMA-CGM,MARSEILLE CEDEX 02,France
APSU,"ALTORFER POWER SYSTEMS, INC","BARTONVILLE, IL-61607",United States
APVU,SUN FLUORO SYSTEM CO LTD,OSAKA,Japan
APXU,APEX GLOBAL ENGINEERING SDN. BHD.,Petaling Jaya,Malaysia
APZU,CMA-CGM,MARSEILLE CEDEX 02,France
AQIU,AQUAM INSULA PTE LTD,Lautoka,Fiji
ARAU,ARA F&D,GYEONGSANG-NAMDO,"Korea, Republic of"
ARCU,SUNMARINE SHIPPING SERVICES LLC,DUBAI,United Arab Emirates
ARDU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
ARFU,SPANISH MINISTRY OF DEFENSE- SPANISH NAV,Madrid,Spain
ARGU,MAXIMA AIR SEPARATION CENTER LTD,ASHDOD,Israel
ARKU,ARKAS SHIPPING AND TRANSPORT SA,Istanbul,Turkey
ARMU,ADAPTAINER LTD,IPSWICH SUFFOLK IP4 1JX,United Kingdom
ARPU,EQUIPOS MOVILES DE CAMPANA ARPA S.A.U.,ZARAGOZA,Spain
ARRU,NIPPON GASES OFFSHORE TANKS LIMITED,ABERDEEN AB12 3LG,United Kingdom
ARTU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
ARVU,GMK-TRANZIT LIMITED COMPANY,NABEREZHNYE CHELNY,Russian Federation
ASCU,ABS- CONTAINERS BV,Rotterdam,Netherlands
ASDU,PRIVATE ENTREPRENEUR VYISLANKO TATIANA PETROVNA,PETROPAVLOVSK KAMCHATSKLY,Russian Federation
ASGU,NORDIC BULKERS AB,GOTHENBURG,Sweden
ASLU,ALLIGATOR SHIPPING COMPANY LLC,ABU DHABI,United Arab Emirates
ASMU,ALPAS SERVIS LTD,Pskov,Russian Federation
ASNU,ALISAN ULUSLARARASI TASIMACILIK VE TICARET AS,"ATASEHIR, ISTANBUL",Turkey
ASOU,ATLANTIC SHIPPING LINE LIMITED,BRITISH VIRGIN ISLAND,British Indian Ocean Territory
ASPU,TANK MANAGEMENT A/S,OSLO,Norway
ASRU,ARMED FORCES OF THE SLOVAK REPUBLIC,BRATISLAVA,Slovakia
ASSU,SOCIETA AUTOTRASPORTI SPECIALI S.P.A,CASTELMASSA (RO),Italy
ASTU,ALMALY TK,Astana,Kazakhstan
ASUU,ALCOSUISSE,BERN 9,Switzerland
ATAU,AMATO TRANSPORTS AFFRETEMENT,FOS SUR MER,France
ATBU,A-TAINER & SERVICE,HAMBURG,Germany
ATCU,ALLSEAS ENGINEERING BV c/o BLUE MARINE OFFSHORE YARD SERVICE B.V.,DELFT,Netherlands
ATIU,EUROTAINER SA,Rotterdam,Netherlands
ATKU,ACTIVE TANK SDN. BHD.,Shah Alam,Malaysia
ATLU,ALBATROSS TANK LEASING B.V.,Moerdijk,Netherlands
ATNU,"ANELTIA TRADING, S.L.U.",Zaragoza,Spain
ATOU,ARKEMA,COLOMBES,France
ATRU,ANEL MITORAJ ANDRZEJ I MITORAJ ELZBIETA SP. J.,Sklamierzyce,Poland
ATSU,ANSTO,Kirrawee DC,Australia
ATTU,ATI FREIGHT LLC,DUBAI,United Arab Emirates
ATVU,PEACOCK CONTAINER BV,ROTTERDAM,Netherlands
ATXU,ANDERSON TRUCKING SERVICES,"St. Cloud, MN 56301",United States
AUGU,QUEHENBERGER LOGISTICS GMBH,STRASSWALCHEN,Austria
AUSU,SPECTAINER PTY LTD,SYDNEY,Australia
AVCU,AMVAC CHEMICAL COPORATION,"AXIS, AL-36505",United States
AVGU,AVRORA LOGISTICS,St.Petersburg,Russian Federation
AVHU,JSC ATOMSPETSTRANS,MOSCOW,Russian Federation
AVIU,HELISOTA,KAUNAS,Lithuania
AVNU,AVANA LOGISTEK LIMITED,Mumbai,India
AVRU,SIA ALPA VAGONS,RIGA,Latvia
AVSU,REC ADVANCED SILICON MATERIALS LLC,"SILVER BOW, MT 59750",United States
AWIU,ALFRED-WEGENER-INSTITUT HELMHOLTZ-ZENTRUM FUR POLAR,BREMERHAVEN,Germany
AWOU,OY WOIKOSKI AB,VOIKOSKI,Finland
AWSU,A W SHIP MANAGEMENT LTD,LONDON E1 8DE,United Kingdom
AWXU,ALASKA WEST EXPRESS INC.,"FAIRBANKS, AK 99701",United States
AXBU,AXCESS BOX MOBILE STORAGE INC,Abbotsford,Canada
AXEU,ASEAN SEAS LINE CO LIMITED,Shanghai,China
AXIU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
AYTU,OZTIRYAKILER SAVUNMA EKIPMANLARI SAN.VE.TIC.A.S.,Zeytinburnu-Istanbul,Turkey
AZLU,HAPAG LLOYD A.G,HAMBURG,Germany
AZNU,"AMAZON.COM SERVICES, INC.",Atlanta,United States
AZTU,PROTAXON TRADING LIMITED,NICOSIA,Cyprus
BAEU,BAE SYSTEMS,"FRIDLEY, MN-55421",United States
BAFU,BULKHAUL LTD,MIDDLESBROUGH CLEVELAND,United Kingdom
BAKU,BADRAKH ENERGY LLC,Ulaanbaatar,Mongolia
BALU,SPEDITION BAUMLE GMBH,Murg,Germany
BAMU,SPEDITION BAUMLE GMBH,Murg,Germany
BANU,SAFBON PARS COMPRESSOR CO.,Tehran,"Iran, Islamic Republic of"
BARU,BARBADOS BOTTLING CO.LTD,BRIDGETOWN,Barbados
BASU,BRITISH ANTARCTIC SURVEY,CAMBRIDGE,United Kingdom
BATU,CONTAINER BOXES 4 SALE,ROTTEDAM-MAASVLAKTE,Netherlands
BAXU,SUNMARINE SHIPPING SERVICES LLC,DUBAI,United Arab Emirates
BAYU,CHEMION LOGISTIK GMBH,LEVERKUSEN,Germany
BBBU,BOSS EQUIPMENT INC.,"Roselle Park, NJ 07204",United States
BBCU,CONTENEDORES Y EMBALAJES NORMALIZADOS S.A,Llanera-Asturias,Spain
BBRU,ITAKA TRANS,Saint-Petersburg,Russian Federation
BBSU,LLC COMPANY SPECTRANSCONTAINER,Moscow,Russian Federation
BBTU,BRESS MUNDIAL CONTAINER SERVICE GMBH,LANGEN,Germany
BBUU,BSL CONTAINERS LIMITED,KOWLOON,HK
BBXU,BESTBOX- CONTAINERHANDEL e.K,HAMBURG,Germany
BCCU,BERTSCHI AG,DUERRENAESCH,Switzerland
BCDU,BELARUSIAN RAILWAY,MINSK,Belarus
BCEU,BEAUDIN CONSULTING EQUIPMENT,"MONTCLAIR, CA-91763",United States
BCGU,BLOEDORN CONTAINER GMBH,DORTMUND,Germany
BCHU,BRAUN CONTAINER HANDELS GMBH,HAMBURG,Germany
BCIU,AL BAHA COMPANY FOR CAUSTIC-CHLORINE INDUSTRY,AL DULAIL,Jordan
BCLU,BERMUDA CONTAINER LINE LTD,HAMILTON,Bermuda
BCNU,BNS CONTAINER AS,OSLO,Norway
BCOU,N.V. COBO CONSTRUCTION,PARAMARIBO,Suriname
BCTU,TESTA TIZIANO,Piacenza,Italy
BCXU,BARCELONA CONTAINER SERVICE DEPOT S.L.,BARCELONA,Spain
BDCU,BD CONTAINERS BV,AMSTERDAM,Netherlands
BDSU,BULK DISTRIBUTORS SDN BHD,KLANG,Malaysia
BEAU,BEACON INTERMODAL LEASING LLC,"BOSTON, MA 02199",United States
BECU,EUROTAINER SA,Rotterdam,Netherlands
BEGU,BEC GMBH,Pfullingen,Germany
BELU,BELL-MAR SHIPPING LTD,HAIFA,Israel
BEMU,BASF SE LUDWIGSHAFEN,Ludwigshafen am Rhein,Germany
BENU,BEACON INTERMODAL LEASING LLC,"BOSTON, MA 02199",United States
BERU,BERG MANUFACTURING,"SPOKANE, WA 99212",United States
BESU,"BESTCHEM GROUP HOLDINGS CO.,LIMITED",WAN CHAI,HK
BEXU,BLUE EXPRESS INC,SAKAI CITY,Japan
BEZU,YUTEK-M LLC,Severodonetsk,Ukraine
BFCU,BENNINGER & FÖLL LIQUID LOGISTICS GMBH,ABSTATT,Germany
BFFU,BAHAMAS FERRIES LTD.,Nassau,Bahamas
BFSU,H20 INCORPORATED,"LAFAYETTE, LA 70508",United States
BFUU,BEAVERFIT NORTH AMERICA LLC,Reno,United States
BFXU,BAJA FERRIES,La Paz,Mexico
BGBU,BULKTAINER RENTAL AND FINANCE LTD,ST HELIER / JERSEY,United Kingdom
BGFU,B.G.FREIGHT LINE B.V,ROTTERDAM,Netherlands
BGGU,BRUNO SRL,GROTTAMINARDA,Italy
BGHU,HRC SHIPPING SDN BHD,"KLANG, SELANGOR",Malaysia
BGKU,BAYER AG,LEVERKUSEN,Germany
BGLU,POSTEN NORGE AS,OSLO,Norway
BGRU,BUNDESANSTALT FUR GEOWISSENSCHAFTEN UND ROHSTOFFE,HANNOVER,Germany
BGSU,BRITISH GEOLOGICAL SURVEY,"KEYWORTH, NOTTINGHAM",United Kingdom
BHCU,BRIDGEHEAD CONTAINER SERVICES LTD,LIVERPOOL,United Kingdom
BHFU,"BEFAR GROUP CO.,LTD.",BINZHOU,China
BHLU,BIG LIFT SHIPPING,AMSTERDAM,Netherlands
BHSU,BUZWAIR GASES,Doha,Qatar
BIBU,CORSYDE INTERNATIONAL GMBH & CO KG,BERLIN,Germany
BIDU,BERTSCHI AG,DUERRENAESCH,Switzerland
BIRU,BUKARA,DUBAI,United Arab Emirates
BISU,BERMUDA INTERNATIONAL SHIPPING LTD,HAMILTON,Bermuda
BITU,MEEBERG CONTAINER SERVICE BV,MOERDIJK,Netherlands
BJCU,BOXJOIN CORPORATION,SEOUL,"Korea, Republic of"
BJGU,"GUOGE(BEIJING)ENERGY TECHNOLOGY CO., LTD",BEIJING,China
BJHU,SHANGHAI BAIJIN CHEMICAL GROUP CO LTD,SHANGHAI,China
BKBU,L & T B.V.,'s-Hertogenbosch,Netherlands
BKDU,JSC CTR OF OP OF SPACE GROUND BASED INF,MOSCOW,Russian Federation
BKGU,BUNDESAMT FUR KARTOGRAPHIE UND GEODASIE,FRANKFURT AM MAIN,Germany
BKMU,BARENTS CONTAINER MANAGEMENT LTD,ARKHANGELSK,Russian Federation
BKWU,ROYAL BOSKALIS WESTMINSTER N.V.,PAPENDRECHT,Netherlands
BLEU,BELINKA PERKEMIJA D.O.O.,LJUBLJANA- CR/NUCE,Slovenia
BLIU,INTERNATIONAL CARGO TERMINALS AND RAIL INFRASTRUCTURE PRIVATE LIMITED,Mumbai,India
BLJU,AVANA GLOBAL FZCO,DUBAI,United Arab Emirates
BLKU,BULKHAUL LTD,MIDDLESBROUGH CLEVELAND,United Kingdom
BLPU,BALTIC SHIPPING (PVT) LTD,KARACHI,Pakistan
BLRU,BELINTERTRANS,MINSK,Belarus
BLSU,ADMIRAL CONTAINER LINES INC LIMITED,VALLETTA,Malta
BLTU,BALTICON S.A.,GDYNIA,Poland
BLXU,GSLINES - TRANSPORTES MARITIMOS,FUNCHAL,Portugal
BLZU,BLPL SINGAPORE PTE LTD,Singapore,Singapore
BMLU,KING OCEAN SERVICES LTD,"DORAL, FL 33172",United States
BMOU,BEACON INTERMODAL LEASING LLC,"BOSTON, MA 02199",United States
BMPU,BISMARK MARITIME LTD,PORT MORESBY,Papua New Guinea
BMRU,BIZNES MASSHTAB LTD.,Saint-Petersburg,Russian Federation
BNBU,TRANSOLVE GLOBAL PTY LTD,SYDNEY,Australia
BNDU,EUROBITUMEN LLC,MOSCOW,Russian Federation
BNGU,SUPERIOR INTERNATIONAL IMPORTS,PORT MOODY,Canada
BNSU,BNS CONTAINER AS,OSLO,Norway
BOBU,LANXESS Solutions UK Ltd,MANCHESTER M17 1WT,United Kingdom
BOCU,LINDE GAS NA LLC,"Bridgewater, NJ 08807",United States
BODU,SPEDITION BODE GMBH & CO. KG,Reinfeld,Germany
BOHU,"BOH ENVIRONMENTAL , LLC","COVINGTON, LA 70433",United States
BOIU,ESCOT A/S,AALBORG,Denmark
BOJU,FIRMA TRANSPORTOWO-HANDLOWA,Radlow,Poland
BOLU,BOLUDA LINES S.A,VALENCIA,Spain
BONU,BOND INTERNATIONAL GROUP LIMITED,Tortola,"Virgin Islands, British"
BOOU,BOBE SPEDITIONS GMBH,BAD SALZUFLEN,Germany
BORU,BORCHARD LINES LTD,LONDON EC1Y 4XY,United Kingdom
BOTU,BULK OIL AND LIQUID TRANSPORT PTE LTD,Singapore,Singapore
BOXU,BULKHAUL LTD,MIDDLESBROUGH CLEVELAND,United Kingdom
BPIU,BULK PIONEER LOGISTICS CO LTD,SHENZHEN,China
BPMU,BP MC KEEFRY LTD,SWATRAGH,Ireland
BPTU,BRAID LOGISTICS (UK) LIMITED,RENFREW,United Kingdom
BRBU,SASOL GERMANY GMBH,BRUNSBUETTEL,Germany
BRCU,"QINHUANGDAO QIN-IN FERRY CO.,LTD",QINHUANGDAO,China
BRDU,BREDENOORD,Apeldoorn,Netherlands
BREU,S.A.T.I. SRL,GIANICO (BS),Italy
BRFU,BULKHAUL LTD,MIDDLESBROUGH CLEVELAND,United Kingdom
BRGU,ABU DHABI POLYMERS COMPANY LTD,ABU DHABI,United Arab Emirates
BRHU,BRENNTAG NV,Deerlijk-West Vlaanderen,Belgium
BRKU,BULKHAUL LTD,MIDDLESBROUGH CLEVELAND,United Kingdom
BRNU,LOCATANK S.A.,EYBENS,France
BROU,T.S.B SARL,CASTELJALOUX,France
BRSU,BASF SE LUDWIGSHAFEN,Ludwigshafen am Rhein,Germany
BRTU,GROUPE SAMAT UK LTD,Leeds West Yorkshire,United Kingdom
BRZU,CONTAINER EXPRESS CORPORATION,"FT LAUDERLALE, FL 33309",United States
BSAU,BLUE SKY LOGITRADE LIMITED,DES VOEUX ROAD WEST,HK
BSBU,BIGSTEEL BOX CORPORATION,"KELOWA, BC",Canada
BSCU,BESTCONT LTD,LONDON,United Kingdom
BSGU,SHANGHAI BAOSTEEL GASES CO. LTD,SHANGHAI,China
BSIU,BLUE SKY INTERMODAL (UK) LTD,Marlow (Buckinghamshir),United Kingdom
BSKU,BODEX-UKRAINE LTD,Kremenchuk,Ukraine
BSLU,BSL CONTAINERS LIMITED,KOWLOON,HK
BSSU,BHAVANI SHIPPING SERVICES (I) PVT LTD,CBD BELAPUR,India
BSTU,BEST CONTAINERS,PURMEREND,Netherlands
BSXU,SIX CONSTRUCT LTD. CO.,SHARJAH,United Arab Emirates
BTEU,BRUHN TRANSPORT EQUIPMENT GMBH & CO,LUBECK,Germany
BTGU,BRENNTAG UK LIMITED,"WIDNES, WA8 0SH",United Kingdom
BTLU,BULK TAINER LOGISTICS,North Yorkshire,United Kingdom
BTSU,BTS TANK SOLUTIONS NV,DOTTIGNIES,Belgium
BTTU,DB CARGO BTT GMBH,MAINZ,Germany
BUCU,GEORG BUCHNER INTERN. SPEDITION GMBH,FURTH,Germany
BUDU,CAMECO CORPORATION,Saskatoon,Canada
BUKU,BULKTAINER RENTAL AND FINANCE LTD,ST HELIER / JERSEY,United Kingdom
BULU,BULKGLOBAL LOGISTICS LTD,LONDON NW10 7DY,United Kingdom
BURU,BAL CONTAINER LINE CO LIMITED,TSIMSHATSUI,China
BUSU,H. BUTEFUHR & SOHN GMBH & CO KG,DUISBURG,Germany
BUTU,BROINTERMED LINES LIMITED,"HARWICH, CO12 3HH",United Kingdom
BUZU,BUZZATTI TRASPORTI SRL,SEDICO (BL),Italy
BVHU,CRYOGENIC CONTAINER SOLUTIONS B.V.,ROTTERDAM,Netherlands
BVIU,STOLT TANK CONTAINERS LEASING LTD,HAMILTON,Bermuda
BVNU,BENEVENTI SRL,SASSUOLO (MO),Italy
BWCU,BAY LOGISTIK GMBH & CO KG,WAIBLINGEN,Germany
BWLU,BLUE WATER LINES PTE LTD,Singapore,Singapore
BWPU,LOGISTIKZENTRUM DER BUNDESWEHR,WILHELMSHAVEN,Germany
BWTU,DAMEN GREEN SOLUTIONS B.V,GORINCHEM,Netherlands
BXDU,BOXDIRECT AG,HAMBURG,Germany
BXLU,SICOM S.P.A,CHERASCO (CN),Italy
BXNU,BOXMAN ALPHA LTD,Nelson,New Zealand
BXRU,TITAN CONTAINERS A/S,TAASTRUP,Denmark
BXSU,BLUE EXPRESS (SHANGHAI) INTL FREIGHT FORWARDING CO.LTD,SHANGHAI,China
BYMU,PRIVATE LIMITED COMPANY OU RODELINDA,TALLINN,Estonia
BYRU,BYRNE EQUIPMENT RENTAL LLC,Dubai,United Arab Emirates
BYTU,BELTAMOZHSERVICE RUE,Minsk district,Belarus
BZCU,EMB GASTECHNIK GMBH & CO. KG,Apen,Germany
BZTU,BOX2TRADE B.V,ROTTERDAM,Netherlands
CAAU,CAI INTERNATIONAL,"SAN FRANCISCO, CA 94105",United States
CABU,CHAKIAT AGENCIES PVT LTD,CHENNAI,India
CADU,MAERSK A/S,Copenhagen,Denmark
CAEU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
CAFU,CISAF SRL,BERGAMO,Italy
CAIU,CAI INTERNATIONAL,"SAN FRANCISCO, CA 94105",United States
CAKU,CAMELLIA LINE CO LTD,FUKUOKA CITY,Japan
CAMU,MGC PURE CHEMICALS AMERICA,"MESA,ARIZONA 85212",United States
CANU,CHIMICA SARDA SRL,Sassari,Italy
CAPU,CAPE CONTAINER LINE (UK) LTD,LONDON,United Kingdom
CARU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
CASU,HAPAG LLOYD A.G,HAMBURG,Germany
CATU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
CAUU,CAMPAS CONTAINERS,Viby J,Denmark
CAVU,AELER TECHNOLOGIES SA,Lausanne,Switzerland
CAWU,CONWAY CONTAINER SOLUTIONS SIA,Riga,Latvia
CAXU,CAI INTERNATIONAL,"SAN FRANCISCO, CA 94105",United States
CAZU,CAI INTERNATIONAL,"SAN FRANCISCO, CA 94105",United States
CBCU,CONTAINER BROKERAGE COMPANY LTD,CHALFONT ST PETER,United Kingdom
CBHU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
CBKU,BELARUSKALI JSC,"SOLIGORSK, MINSK REGION",Belarus
CBLU,CBOX CONTAINERS EQUIPMENT BV,Amsterdam,Netherlands
